日期,獲利,總獲利,最大投入金額,商品檔數
2025/07/03,341.49,"9,601.76","80,310.79",359
2025/07/07,-598.04,"9,003.71999999999","80,310.79",366
2025/07/08,-323.7,"8,680.01999999999","80,310.79",361
2025/07/09,447.95,"9,127.96999999999","80,310.79",339
2025/07/10,222.56,"9,350.52999999999","80,310.79",324
2025/07/11,-492.79,"8,857.73999999999","80,310.79",305
2025/07/14,55.98,"8,913.71999999999","80,310.79",282
2025/07/15,-945.48,"7,968.23999999999","80,310.79",272
2025/07/16,131.97,"8,100.20999999999","80,310.79",239
2025/07/17,229.8,"8,330.00999999999","80,310.79",187
2025/07/18,-4.92999999999999,"8,325.07999999999","80,310.79",206
2025/07/21,-157.57,"8,167.50999999999","80,310.79",213
2025/07/22,290.75,"8,458.25999999999","80,310.79",220
2025/07/23,176.95,"8,635.20999999999","80,310.79",242
2025/07/24,-79.9499999999999,"8,555.25999999999","80,310.79",280
2025/07/25,350.16,"8,905.41999999999","80,310.79",302
2025/07/28,-248.34,"8,657.07999999999","80,310.79",306
2025/07/29,-2.95999999999998,"8,654.11999999999","80,310.79",299
2025/07/30,-374.31,"8,279.80999999999","80,310.79",278
2025/07/31,-666.480000000001,"7,613.32999999999","80,310.79",263
2025/08/01,-561.48,"7,051.84999999999","80,310.79",223
2025/08/04,669.52,"7,721.36999999999","80,310.79",182
2025/08/05,-1.53000000000003,"7,719.83999999999","80,310.79",185
2025/08/06,43.26,"7,763.09999999999","80,310.79",187
2025/08/07,-80.82,"7,682.27999999999","80,310.79",186
2025/08/08,84.34,"7,766.61999999999","80,310.79",194
2025/08/11,-125.87,"7,640.74999999999","80,310.79",206
2025/08/12,234.32,"7,875.06999999999","80,310.79",218
2025/08/13,800.34,"8,675.40999999999","80,310.79",254
2025/08/14,-480.82,"8,194.58999999999","80,310.79",270
2025/08/15,-221.47,"7,973.11999999999","80,310.79",289
2025/08/18,-75.16,"7,897.95999999999","80,310.79",286
2025/08/19,513.36,"8,411.31999999999","80,310.79",292
2025/08/20,-204.77,"8,206.54999999999","80,310.79",302
2025/08/21,-354.81,"7,851.73999999999","80,310.79",301
2025/08/22,771.58,"8,623.31999999999","80,310.79",313
2025/08/25,-577.23,"8,046.08999999999","80,310.79",330
2025/08/26,117.69,"8,163.77999999999","80,310.79",329
2025/08/27,138.47,"8,302.24999999999","80,310.79",332
2025/08/28,165.2,"8,467.44999999999","80,310.79",330
2025/08/29,-4.57999999999999,"8,462.86999999999","80,310.79",317
2025/09/02,-486.27,"7,976.59999999999","80,310.79",298
2025/09/03,-97.18,"7,879.41999999999","80,310.79",259
2025/09/04,431.63,"8,311.04999999999","80,310.79",237
2025/09/05,-51.25,"8,259.79999999999","80,310.79",249
2025/09/08,178.1,"8,437.89999999999","80,310.79",253
2025/09/09,-348.99,"8,088.90999999999","80,310.79",234
2025/09/10,-142.57,"7,946.33999999999","80,310.79",228
2025/09/11,876.480000000001,"8,822.81999999999","80,310.79",236
2025/09/12,-578.96,"8,243.85999999999","80,310.79",251
2025/09/15,-91.61,"8,152.24999999999","80,310.79",254
2025/09/16,-124.39,"8,027.85999999999","80,310.79",233
2025/09/17,-67.46,"7,960.39999999999","80,310.79",232
2025/09/18,468.36,"8,428.75999999999","80,310.79",239
2025/09/19,-25.71,"8,403.04999999999","80,310.79",242
2025/09/22,254.87,"8,657.91999999999","80,310.79",236
2025/09/23,-176.12,"8,481.79999999999","80,310.79",243
2025/09/24,-366.04,"8,115.75999999999","80,310.79",253
2025/09/25,-381.37,"7,734.38999999999","80,310.79",254
2025/09/26,472.04,"8,206.42999999999","80,310.79",239
2025/09/29,189.78,"8,396.20999999999","80,310.79",251
2025/09/30,214.24,"8,610.44999999999","80,310.79",273
2025/10/01,207.64,"8,818.08999999999","80,310.79",286
2025/10/02,149.96,"8,968.04999999999","80,310.79",291
2025/10/03,173.35,"9,141.39999999999","80,310.79",299
2025/10/06,260.46,"9,401.86","80,310.79",304
2025/10/07,-346.3,"9,055.56","80,310.79",303
2025/10/08,226.45,"9,282.01","80,310.79",296
2025/10/09,-440.05,"8,841.96","80,310.79",287
2025/10/10,"-1,240.26","7,601.7","80,310.79",278
2025/10/13,382.629999999999,"7,984.33","80,310.79",226
2025/10/14,150.71,"8,135.04","80,310.79",211
2025/10/15,-68.5200000000001,"8,066.52","80,310.79",205
2025/10/16,-239.75,"7,826.77","80,310.79",217
2025/10/17,-29.73,"7,797.04","80,310.79",211
2025/10/20,416.49,"8,213.53","80,310.79",226
2025/10/21,194.61,"8,408.14","80,310.79",268
2025/10/22,-440.51,"7,967.63","80,310.79",299
2025/10/23,342.09,"8,309.72","80,310.79",299
2025/10/24,-26.38,"8,283.34","80,310.79",317
2025/10/27,366.03,"8,649.37","80,310.79",333
2025/10/28,-413.550000000001,"8,235.82","80,310.79",333
2025/10/29,-408.55,"7,827.27","80,310.79",313
2025/10/30,-617.26,"7,210.01","80,310.79",265
2025/10/31,48.28,"7,258.29","80,310.79",221
2025/11/03,-82.4699999999999,"7,175.82","80,310.79",203
2025/11/04,-608.05,"6,567.77","80,310.79",195
2025/11/05,263.02,"6,830.79","80,310.79",188
2025/11/06,-259.67,"6,571.12","80,310.79",195
2025/11/07,272.5,"6,843.62","80,310.79",200
2025/11/10,331.65,"7,175.27","80,310.79",211
2025/11/11,164.24,"7,339.51","80,310.79",243
2025/11/12,101.09,"7,440.6","80,310.79",292
2025/11/13,-695.79,"6,744.81","80,310.79",305
2025/11/14,-174.18,"6,570.63","80,310.79",300
2025/11/17,-639.48,"5,931.15","80,310.79",282
2025/11/18,-86.17,"5,844.98","80,310.79",258
2025/11/19,-143.37,"5,701.61","80,310.79",232
2025/11/20,-338.85,"5,362.76","80,310.79",239
2025/11/21,943.66,"6,306.42","80,310.79",244
2025/11/24,-142.13,"6,164.29","80,310.79",265
2025/11/25,"1,197.71","7,362","80,310.79",298
2025/11/26,316.18,"7,678.18","80,310.79",332
2025/11/28,152.88,"7,831.06","80,310.79",365
2025/12/01,-485.91,"7,345.15","80,310.79",385
2025/12/02,-4.49000000000003,"7,340.66","80,310.79",388
2025/12/03,748.16,"8,088.82","80,310.79",372
2025/12/04,14.06,"8,102.88","80,310.79",357
2025/12/05,290.65,"8,393.53","80,310.79",346
2025/12/08,-431.43,"7,962.1","80,310.79",343
2025/12/09,-220.98,"7,741.12","80,310.79",319
2025/12/10,999.04,"8,740.16","80,310.79",305
2025/12/11,620.19,"9,360.35","80,310.79",311
2025/12/12,-882.23,"8,478.12","80,310.79",328
2025/12/15,73.3000000000001,"8,551.42","80,310.79",331
2025/12/16,-400.28,"8,151.14","80,310.79",326
2025/12/17,-419.01,"7,732.13","80,310.79",313
2025/12/18,255.42,"7,987.55","80,310.79",303
2025/12/19,-9.60999999999998,"7,977.94","80,310.79",295
2025/12/22,493.62,"8,471.56","80,310.79",284
2025/12/23,-94.45,"8,377.11","80,310.79",277
2025/12/24,197.06,"8,574.17","80,310.79",291
2025/12/26,-78.1,"8,496.07","80,310.79",287
2025/12/29,-232.71,"8,263.36","80,310.79",300
2025/12/30,-169.53,"8,093.83","80,310.79",285
2025/12/31,-417.56,"7,676.27","80,310.79",274
2026/01/02,154.93,"7,831.2","80,310.79",251
2026/01/05,293.58,"8,124.78","80,310.79",242
2026/01/06,703.739999999999,"8,828.52","80,310.79",264
2026/01/07,-748.259999999999,"8,080.26","80,310.79",283
2026/01/08,92.27,"8,172.53","80,310.79",291
2026/01/09,736.669999999999,"8,909.2","80,310.79",300
2026/01/12,323.59,"9,232.79","80,310.79",304
2026/01/13,131.55,"9,364.34","80,310.79",298
2026/01/14,8.42000000000003,"9,372.76","80,310.79",298
2026/01/15,560.44,"9,933.2","80,310.79",301
2026/01/16,14.98,"9,948.18","80,310.79",309
2026/01/20,"-1,000.4","8,947.78","80,310.79",299
2026/01/21,"1,283.57","10,231.35","80,310.79",271
2026/01/22,-84.29,"10,147.06","80,310.79",258
2026/01/23,-465.21,"9,681.85","80,310.79",271
2026/01/26,133.06,"9,814.90999999999","80,310.79",265
2026/01/27,16.28,"9,831.19","80,310.79",267
2026/01/28,153.26,"9,984.45","80,310.79",259
2026/01/29,-87.46,"9,896.99","80,310.79",256
2026/01/30,-581.46,"9,315.53","80,310.79",255
2026/02/02,537.48,"9,853.01","80,310.79",241
2026/02/03,23.1999999999999,"9,876.21","80,310.79",257
2026/02/04,201.57,"10,077.78","80,310.79",280
2026/02/05,-556.97,"9,520.81","80,310.79",278
2026/02/06,"1,097","10,617.81","80,310.79",282
2026/02/09,-104.62,"10,513.19","80,310.79",295
2026/02/10,-36.97,"10,476.22","80,310.79",307
2026/02/11,410.42,"10,886.64","80,310.79",317
2026/02/12,-725.35,"10,161.29","80,310.79",327
2026/02/13,519.04,"10,680.33","80,310.79",317
2026/02/17,-159.77,"10,520.56","80,310.79",302
2026/02/18,-31.23,"10,489.33","80,310.79",290
2026/02/19,42.39,"10,531.72","80,310.79",285
2026/02/20,304.74,"10,836.46","80,310.79",281
2026/02/23,-702.78,"10,133.68","80,310.79",281
2026/02/24,479.59,"10,613.27","80,310.79",263
2026/02/25,188.39,"10,801.66","80,310.79",259
2026/02/26,196.54,"10,998.2","80,310.79",264
2026/02/27,15.77,"11,013.97","80,310.79",259
2026/03/02,44.13,"11,058.1","80,310.79",257
2026/03/03,-483.76,"10,574.34","80,310.79",235
2026/03/04,162.93,"10,737.27","80,310.79",214
2026/03/05,-191.01,"10,546.26","80,310.79",207
2026/03/06,-194.53,"10,351.73","80,310.79",185
2026/03/09,-189.75,"10,161.98","80,310.79",161
2026/03/10,-688.33,"9,473.64999999999","80,310.79",151
2026/03/11,-217.53,"9,256.11999999999","80,310.79",143
2026/03/12,-452.1,"8,804.01999999999","80,310.79",129
2026/03/13,-161.45,"8,642.56999999999","80,310.79",118
2026/03/16,80.05,"8,722.61999999999","80,310.79",122
2026/03/17,199.79,"8,922.40999999999","80,310.79",141
2026/03/18,-249.02,"8,673.38999999999","80,310.79",146
2026/03/19,142.31,"8,815.69999999999","80,310.79",146
2026/03/20,-548.88,"8,266.81999999999","80,310.79",156
2026/03/23,105.9,"8,372.71999999999","80,310.79",170
2026/03/24,182.62,"8,555.33999999999","80,310.79",178
2026/03/25,-19.58,"8,535.75999999999","80,310.79",197
2026/03/26,-843.11,"7,692.64999999999","80,310.79",225
2026/03/27,-715.94,"6,976.70999999999","80,310.79",228
2026/03/30,-123.13,"6,853.57999999999","80,310.79",225
2026/03/31,848.039999999999,"7,701.61999999999","80,310.79",239
2026/04/01,353.26,"8,054.87999999999","80,310.79",272
2026/04/02,84.19,"8,139.06999999999","80,310.79",311
2026/04/06,397.79,"8,536.85999999999","80,310.79",345
2026/04/07,-398.500000000001,"8,138.35999999999","80,310.79",371
2026/04/08,"2,759.74","10,898.1","85,525.91",410
2026/04/09,521.99,"11,420.09","86,162.76",412
2026/04/10,-788.98,"10,631.11","86,481.96",410
2026/04/13,"1,082.89","11,714","86,481.96",402
2026/04/14,487.61,"12,201.61","86,481.96",396
2026/04/15,-418.02,"11,783.59","86,481.96",392
2026/04/16,-57.7600000000001,"11,725.83","86,481.96",391
2026/04/17,"1,949.67","13,675.5","86,481.96",395
2026/04/20,397.999999999999,"14,073.5","86,481.96",393
2026/04/21,-607.890000000001,"13,465.61","86,481.96",388
2026/04/22,10.8199999999999,"13,476.43","86,481.96",376
